Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
929,Agra,Fatehpur Sikri,Potato,Local,FAQ,2300,2420,2365,24-Sep-20
930,Agra,Fatehpur Sikri,Potato,Local,FAQ,2260,2400,2340,23-Sep-20
931,Agra,Fatehpur Sikri,Potato,Local,FAQ,2260,2380,2320,22-Sep-20
932,Agra,Fatehpur Sikri,Potato,Local,FAQ,2270,2400,2345,21-Sep-20
933,Agra,Fatehpur Sikri,Potato,Local,FAQ,2220,2380,2300,19-Sep-20
934,Agra,Fatehpur Sikri,Potato,Local,FAQ,2200,2320,2280,18-Sep-20
935,Agra,Fatehpur Sikri,Potato,Local,FAQ,2250,2350,2300,17-Sep-20
936,Agra,Fatehpur Sikri,Potato,Local,FAQ,2200,2320,2250,16-Sep-20
937,Agra,Fatehpur Sikri,Potato,Local,FAQ,2200,2340,2270,15-Sep-20
938,Agra,Fatehpur Sikri,Potato,Local,FAQ,2200,2290,2245,14-Sep-20
939,Agra,Fatehpur Sikri,Potato,Local,FAQ,2150,2250,2200,12-Sep-20
940,Agra,Fatehpur Sikri,Potato,Local,FAQ,2100,2250,2170,11-Sep-20
941,Agra,Fatehpur Sikri,Potato,Local,FAQ,2150,2220,2185,10-Sep-20
942,Agra,Fatehpur Sikri,Potato,Local,FAQ,2100,2240,2160,9-Sep-20
943,Agra,Fatehpur Sikri,Potato,Local,FAQ,2100,2240,2170,8-Sep-20
944,Agra,Fatehpur Sikri,Potato,Local,FAQ,2070,2200,2145,7-Sep-20
945,Agra,Fatehpur Sikri,Potato,Local,FAQ,2120,2200,2165,5-Sep-20
946,Agra,Fatehpur Sikri,Potato,Local,FAQ,2060,2200,2135,4-Sep-20
947,Agra,Fatehpur Sikri,Potato,Local,FAQ,2020,2200,2110,3-Sep-20
948,Agra,Fatehpur Sikri,Potato,Local,FAQ,2060,2200,2140,2-Sep-20
949,Agra,Fatehpur Sikri,Potato,Local,FAQ,2100,2220,2150,31-Aug-20
950,Agra,Fatehpur Sikri,Potato,Local,FAQ,2040,2180,2100,29-Aug-20
951,Agra,Fatehpur Sikri,Potato,Local,FAQ,2000,2120,2060,28-Aug-20
952,Agra,Fatehpur Sikri,Potato,Local,FAQ,2000,2150,2075,27-Aug-20
953,Agra,Fatehpur Sikri,Potato,Local,FAQ,2000,2120,2055,26-Aug-20
954,Agra,Fatehpur Sikri,Potato,Local,FAQ,1940,2100,2020,25-Aug-20
955,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2045,24-Aug-20
956,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2010,22-Aug-20
957,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2050,1970,21-Aug-20
958,Agra,Fatehpur Sikri,Potato,Local,FAQ,1880,2000,1945,20-Aug-20
959,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2030,1960,19-Aug-20
960,Agra,Fatehpur Sikri,Potato,Local,FAQ,1830,2000,1925,18-Aug-20
961,Agra,Fatehpur Sikri,Potato,Local,FAQ,1880,2020,1950,17-Aug-20
962,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2050,1970,14-Aug-20
963,Agra,Fatehpur Sikri,Potato,Local,FAQ,1850,2020,1945,13-Aug-20
964,Agra,Fatehpur Sikri,Potato,Local,FAQ,1830,2000,1920,12-Aug-20
965,Agra,Fatehpur Sikri,Potato,Local,FAQ,1850,2000,1940,11-Aug-20
966,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1980,1910,10-Aug-20
967,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1880,8-Aug-20
968,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1990,1900,7-Aug-20
969,Agra,Fatehpur Sikri,Potato,Local,FAQ,1780,1940,1865,6-Aug-20
970,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1885,5-Aug-20
971,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1875,4-Aug-20
972,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1860,3-Aug-20
973,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1980,1895,1-Aug-20
974,Agra,Fatehpur Sikri,Potato,Local,FAQ,1840,2000,1930,31-Jul-20
975,Agra,Fatehpur Sikri,Potato,Local,FAQ,1810,1980,1905,30-Jul-20
976,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,2020,1920,29-Jul-20
977,Agra,Fatehpur Sikri,Potato,Local,FAQ,1870,1920,1890,28-Jul-20
978,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1920,1865,27-Jul-20
979,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1880,25-Jul-20
980,Agra,Fatehpur Sikri,Potato,Local,FAQ,1780,1920,1850,24-Jul-20
981,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1960,1875,23-Jul-20
982,Agra,Fatehpur Sikri,Potato,Local,FAQ,1820,1980,1900,22-Jul-20
983,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1950,1885,21-Jul-20
984,Agra,Fatehpur Sikri,Potato,Local,FAQ,1760,1920,1850,20-Jul-20
985,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1820,18-Jul-20
986,Agra,Fatehpur Sikri,Potato,Local,FAQ,1680,1850,1780,17-Jul-20
987,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1820,1765,16-Jul-20
988,Agra,Fatehpur Sikri,Potato,Local,FAQ,1720,1920,1800,15-Jul-20
989,Agra,Fatehpur Sikri,Potato,Local,FAQ,1660,1820,1750,14-Jul-20
990,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1850,1780,13-Jul-20
991,Agra,Fatehpur Sikri,Potato,Local,FAQ,1700,1820,1745,11-Jul-20
992,Agra,Fatehpur Sikri,Potato,Local,FAQ,1650,1780,1715,10-Jul-20
993,Agra,Fatehpur Sikri,Potato,Local,FAQ,1600,1750,1680,9-Jul-20
994,Agra,Fatehpur Sikri,Potato,Local,FAQ,1560,1720,1645,8-Jul-20
995,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1670,1590,7-Jul-20
996,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1650,1575,6-Jul-20
997,Agra,Fatehpur Sikri,Potato,Local,FAQ,1550,1700,1610,4-Jul-20
998,Agra,Fatehpur Sikri,Potato,Local,FAQ,1500,1650,1580,3-Jul-20
999,Agra,Fatehpur Sikri,Potato,Local,FAQ,1470,1600,1545,2-Jul-20
1000,Agra,Fatehpur Sikri,Potato,Local,FAQ,1440,1600,1525,1-Jul-20
1001,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1550,1480,30-Jun-20
1002,Agra,Fatehpur Sikri,Potato,Local,FAQ,1420,1580,1510,29-Jun-20
1003,Agra,Fatehpur Sikri,Potato,Local,FAQ,1470,1620,1545,27-Jun-20
1004,Agra,Fatehpur Sikri,Potato,Local,FAQ,1450,1600,1525,26-Jun-20
1005,Agra,Fatehpur Sikri,Potato,Local,FAQ,1430,1590,1505,25-Jun-20
1006,Agra,Fatehpur Sikri,Potato,Local,FAQ,1460,1590,1520,24-Jun-20
1007,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1540,1485,23-Jun-20
1008,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1520,1445,22-Jun-20
1009,Agra,Fatehpur Sikri,Potato,Local,FAQ,1430,1570,1500,20-Jun-20
1010,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1520,1465,19-Jun-20
1011,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1520,1450,18-Jun-20
1012,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1520,1465,17-Jun-20
1013,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1520,1440,16-Jun-20
1014,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1380,15-Jun-20
1015,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1410,13-Jun-20
1016,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1405,12-Jun-20
1017,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1500,1425,11-Jun-20
1018,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1540,1415,10-Jun-20
1019,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,9-Jun-20
1020,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1365,8-Jun-20
1021,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1385,5-Jun-20
1022,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1420,1405,4-Jun-20
1023,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1395,3-Jun-20
1024,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1410,2-Jun-20
1025,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,1-Jun-20
1026,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350,1480,1410,30-May-20
1027,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,29-May-20
1028,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1400,28-May-20
1029,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1375,27-May-20
1030,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1430,1365,26-May-20
1031,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1345,25-May-20
1032,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,23-May-20
1033,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1090,1045,22-May-20
1034,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1500,1440,21-May-20
1035,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1490,1425,20-May-20
1036,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1460,1400,19-May-20
1037,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1390,18-May-20
1038,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350,1480,1415,16-May-20
1039,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1400,15-May-20
1040,Agra,Fatehpur Sikri,Potato,Local,FAQ,1280,1420,1365,14-May-20
1041,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1355,13-May-20
1042,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1940,1870,12-May-20
1043,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1350,11-May-20
1044,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1385,9-May-20
1045,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1365,8-May-20
1046,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1400,7-May-20
1047,Agra,Fatehpur Sikri,Potato,Local,FAQ,1250,1400,1335,6-May-20
1048,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1440,1360,5-May-20
1049,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1385,4-May-20
1050,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1400,2-May-20
1051,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1500,1440,1-May-20
1052,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350,1460,1400,30-Apr-20
1053,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1480,1410,29-Apr-20
1054,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1460,1380,28-Apr-20
1055,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,27-Apr-20
1056,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1390,25-Apr-20
1057,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1375,24-Apr-20
1058,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1355,23-Apr-20
1059,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1345,22-Apr-20
1060,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240,1400,1320,21-Apr-20
1061,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1340,20-Apr-20
1062,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1325,18-Apr-20
1063,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1420,1365,17-Apr-20
1064,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1345,16-Apr-20
1065,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240,1400,1320,15-Apr-20
1066,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1355,14-Apr-20
1067,Agra,Fatehpur Sikri,Potato,Local,FAQ,1250,1420,1340,13-Apr-20
1068,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240,1400,1310,11-Apr-20
1069,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1335,10-Apr-20
1070,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1380,1320,9-Apr-20
1071,Agra,Fatehpur Sikri,Potato,Local,FAQ,1280,1400,1355,8-Apr-20
1072,Agra,Fatehpur Sikri,Potato,Local,FAQ,1280,1400,1340,7-Apr-20
1073,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1365,6-Apr-20
1074,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1440,1380,4-Apr-20
1075,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1450,1355,3-Apr-20
1076,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1370,2-Apr-20
1077,Agra,Fatehpur Sikri,Potato,Local,FAQ,1220,1450,1340,1-Apr-20
1078,Agra,Fatehpur Sikri,Potato,Local,FAQ,1160,1320,1245,30-Mar-20
1079,Agra,Fatehpur Sikri,Potato,Local,FAQ,1060,1220,1145,21-Mar-20
1080,Agra,Fatehpur Sikri,Potato,Local,FAQ,1020,1220,1100,20-Mar-20
1081,Agra,Fatehpur Sikri,Potato,Local,FAQ,1040,1240,1120,19-Mar-20
1082,Agra,Fatehpur Sikri,Potato,Local,FAQ,1060,1220,1145,18-Mar-20
1083,Agra,Fatehpur Sikri,Potato,Local,FAQ,1050,1200,1125,16-Mar-20
1084,Agra,Fatehpur Sikri,Potato,Local,FAQ,1050,1200,1140,14-Mar-20
1085,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1250,1175,13-Mar-20
1086,Agra,Fatehpur Sikri,Potato,Local,FAQ,1040,1180,1100,12-Mar-20
1087,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1150,1070,11-Mar-20
1088,Agra,Fatehpur Sikri,Potato,Local,FAQ,940,1050,1000,7-Mar-20
1089,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1040,980,6-Mar-20
1090,Agra,Fatehpur Sikri,Potato,Local,FAQ,880,1020,960,5-Mar-20
1091,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1040,975,4-Mar-20
1092,Agra,Fatehpur Sikri,Potato,Local,FAQ,880,1000,940,3-Mar-20
1093,Agra,Fatehpur Sikri,Potato,Local,FAQ,830,980,905,2-Mar-20
1094,Agra,Fatehpur Sikri,Potato,Local,FAQ,800,950,890,29-Feb-20
1095,Agra,Fatehpur Sikri,Potato,Local,FAQ,800,940,880,28-Feb-20
1096,Agra,Fatehpur Sikri,Potato,Local,FAQ,800,980,895,27-Feb-20
1097,Agra,Fatehpur Sikri,Potato,Local,FAQ,800,950,865,26-Feb-20
1098,Agra,Fatehpur Sikri,Potato,Local,FAQ,800,940,880,25-Feb-20
1099,Agra,Fatehpur Sikri,Potato,Local,FAQ,800,970,890,24-Feb-20
1100,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,865,22-Feb-20
1101,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,900,21-Feb-20
1102,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1040,950,20-Feb-20
1103,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1050,975,19-Feb-20
1104,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1050,965,18-Feb-20
1105,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1050,980,17-Feb-20
1106,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1040,970,15-Feb-20
1107,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1020,950,14-Feb-20
1108,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1050,980,13-Feb-20
1109,Agra,Fatehpur Sikri,Potato,Local,FAQ,950,1100,1030,12-Feb-20
1110,Agra,Fatehpur Sikri,Potato,Local,FAQ,930,1080,1000,11-Feb-20
1111,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1050,980,10-Feb-20
1112,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1025,8-Feb-20
1113,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1010,7-Feb-20
1114,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1040,6-Feb-20
1115,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1025,5-Feb-20
1116,Agra,Fatehpur Sikri,Potato,Local,FAQ,1060,1240,1145,3-Feb-20
1117,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1250,1175,1-Feb-20
1118,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1260,1190,30-Jan-20
1119,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1250,1170,29-Jan-20
1120,Agra,Fatehpur Sikri,Potato,Local,FAQ,1140,1300,1210,28-Jan-20
1121,Agra,Fatehpur Sikri,Potato,Local,FAQ,1150,1320,1200,27-Jan-20
1122,Agra,Fatehpur Sikri,Potato,Local,FAQ,1160,1300,1230,25-Jan-20
1123,Agra,Fatehpur Sikri,Potato,Local,FAQ,1160,1320,1250,24-Jan-20
1124,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1265,22-Jan-20
1125,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1250,21-Jan-20
1126,Agra,Fatehpur Sikri,Potato,Local,FAQ,1150,1350,1230,20-Jan-20
1127,Agra,Fatehpur Sikri,Potato,Local,FAQ,1180,1340,1265,18-Jan-20
1128,Agra,Fatehpur Sikri,Potato,Local,FAQ,1200,1340,1250,17-Jan-20
1129,Agra,Fatehpur Sikri,Potato,Local,FAQ,1200,1340,1260,15-Jan-20
1130,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1285,14-Jan-20
1131,Agra,Fatehpur Sikri,Potato,Local,FAQ,1220,1400,1310,13-Jan-20
1132,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,1300,11-Jan-20
1133,Agra,Fatehpur Sikri,Potato,Local,FAQ,1250,1400,1325,10-Jan-20
1134,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240,1400,1305,9-Jan-20
1135,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1420,1340,7-Jan-20
1136,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1500,1385,6-Jan-20
1137,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1500,1435,3-Jan-20
1138,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1500,1420,2-Jan-20
1139,Agra,Fatehpur Sikri,Potato,Local,FAQ,1400,1520,1455,1-Jan-20
1140,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,31-Dec-20
1141,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,30-Dec-20
1142,Agra,Jagnair,Potato,Desi,FAQ,800,860,830,29-Dec-20
1143,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,28-Dec-20
1144,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,27-Dec-20
1145,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,26-Dec-20
1146,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,25-Dec-20
1147,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,24-Dec-20
1148,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,23-Dec-20
1149,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,22-Dec-20
1150,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,21-Dec-20
1151,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,20-Dec-20
1152,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,19-Dec-20
1153,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,18-Dec-20
1154,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,17-Dec-20
1155,Agra,Jagnair,Potato,Desi,FAQ,1600,1700,1650,16-Dec-20
1156,Agra,Jagnair,Potato,Desi,FAQ,1600,1800,1700,15-Dec-20
1157,Agra,Jagnair,Potato,Desi,FAQ,1700,1900,1800,11-Dec-20
1158,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,8-Dec-20
1159,Agra,Jagnair,Potato,Desi,FAQ,1850,2050,1950,7-Dec-20
1160,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,6-Dec-20
1161,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,5-Dec-20
1162,Agra,Jagnair,Potato,Desi,FAQ,1700,1900,1800,4-Dec-20
1163,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,3-Dec-20
1164,Agra,Jagnair,Potato,Desi,FAQ,2300,2400,2350,2-Dec-20
1165,Agra,Jagnair,Potato,Desi,FAQ,2200,2400,2300,1-Dec-20
1166,Agra,Jagnair,Potato,Desi,FAQ,2600,2700,2650,30-Nov-20
1167,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,28-Nov-20
1168,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,27-Nov-20
1169,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,26-Nov-20
1170,Agra,Jagnair,Potato,Desi,FAQ,3000,3200,3100,25-Nov-20
1171,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,24-Nov-20
1172,Agra,Jagnair,Potato,Desi,FAQ,1500,1550,1525,19-Oct-20
1173,Agra,Jagnair,Potato,Desi,FAQ,1550,1650,1600,18-Oct-20
1174,Agra,Jagnair,Potato,Other,FAQ,1550,1650,1600,17-Oct-20
1175,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,16-Oct-20
1176,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,7-Oct-20
1177,Agra,Jagnair,Potato,Desi,FAQ,1500,1600,1550,6-Oct-20
1178,Agra,Jagnair,Potato,Desi,FAQ,1470,1530,1500,5-Oct-20
1179,Agra,Jagnair,Potato,Desi,FAQ,1450,1500,1475,4-Oct-20
1180,Agra,Jagnair,Potato,Desi,FAQ,900,1000,950,31-Aug-20
1181,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,30-Jun-20
1182,Agra,Jagnair,Potato,Desi,FAQ,1300,1330,1315,29-Jun-20
1183,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,27-Jun-20
1184,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,26-Jun-20
1185,Agra,Jagnair,Potato,Desi,FAQ,1300,1320,1310,25-Jun-20
1186,Agra,Jagnair,Potato,Desi,FAQ,1330,1350,1340,24-Jun-20
1187,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,23-Jun-20
1188,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,22-Jun-20
1189,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,20-Jun-20
1190,Agra,Jagnair,Potato,Desi,FAQ,1300,1380,1340,19-Jun-20
1191,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,17-Jun-20
1192,Agra,Jagnair,Potato,Desi,FAQ,1300,1360,1330,16-Jun-20
1193,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,15-Jun-20
1194,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,12-Jun-20
1195,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,11-Jun-20
1196,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,10-Jun-20
1197,Agra,Jagnair,Potato,Desi,FAQ,1280,1320,1300,9-Jun-20
1198,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,8-Jun-20
1199,Agra,Jagnair,Potato,Desi,FAQ,1320,1380,1350,6-Jun-20
1200,Agra,Jagnair,Potato,Desi,FAQ,1350,1400,1375,5-Jun-20
1201,Agra,Jagnair,Potato,Desi,FAQ,1310,1370,1340,4-Jun-20
1202,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,3-Jun-20
1203,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,2-Jun-20
1204,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,1-Jun-20
1205,Agra,Jagnair,Potato,Desi,FAQ,1380,1460,1420,30-May-20
1206,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,29-May-20
1207,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,28-May-20
1208,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,26-May-20
1209,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,23-May-20
1210,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,22-May-20
1211,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,21-May-20
1212,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,19-May-20
1213,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,18-May-20
1214,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,15-May-20
1215,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,14-May-20
1216,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,13-May-20
1217,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,12-May-20
1218,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,11-May-20
1219,Agra,Jagnair,Potato,Desi,FAQ,1400,1480,1440,9-May-20
1220,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,8-May-20
1221,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,7-May-20
1222,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,6-May-20
1223,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,5-May-20
1224,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,2-May-20
1225,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,30-Apr-20
1226,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,29-Apr-20
1227,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,28-Apr-20
1228,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,27-Apr-20
1229,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,26-Apr-20
1230,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,25-Apr-20
1231,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,24-Apr-20
1232,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,23-Apr-20
1233,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,22-Apr-20
1234,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,21-Apr-20
1235,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,20-Apr-20
1236,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,18-Apr-20
1237,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,17-Apr-20
1238,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,16-Apr-20
